Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,17.316545,17.316545,17.316545,17.316545,12.007427,0
2012-01-03,17.316545,17.316545,17.316545,17.316545,12.007427,0
2012-01-04,17.316545,17.316545,17.316545,17.316545,12.007427,0
2012-01-05,17.316545,17.316545,17.316545,17.316545,12.007427,0
2012-01-06,18.166630,18.638901,18.072176,18.103661,12.553220,7122
2012-01-09,18.009207,18.103661,17.536938,17.631392,12.225744,6207
2012-01-10,17.631392,18.261084,17.568422,17.946238,12.444061,4554
2012-01-11,18.072176,19.174137,18.072176,19.174137,13.295497,13808
2012-01-12,19.363047,20.307585,18.953747,19.583439,13.579310,13698
2012-01-13,20.087193,20.339069,19.614923,19.709377,13.666636,10527
2012-01-16,20.087193,20.150162,19.331560,19.583439,13.579310,5934
2012-01-17,19.520470,20.937279,19.520470,20.937279,14.518072,13392
2012-01-18,20.874308,22.385571,20.716885,22.039240,15.282181,15021
2012-01-30,22.668932,23.581985,22.039240,22.354086,15.500498,14351
2012-01-31,22.417055,23.046747,21.724394,22.354086,15.500498,11823
2012-02-01,22.291117,22.511509,21.692909,22.291117,15.456837,10330
2012-02-02,22.668932,23.613470,22.354086,23.298626,16.155451,14078
2012-02-03,23.172686,23.172686,21.881817,22.668932,15.718815,11386
2012-02-06,23.172686,23.172686,22.448540,22.668932,15.718815,3758
2012-02-07,22.731901,23.739408,22.668932,23.676439,16.417429,8121
2012-02-08,23.928316,24.809887,23.613470,23.833862,16.526587,10705
2012-02-09,23.896833,23.896833,22.983778,23.519016,16.308270,6055
2012-02-10,23.550503,23.676439,22.920809,23.519016,16.308270,3330
2012-02-13,23.361593,23.896833,23.172686,23.613470,16.373764,5235
2012-02-14,23.928316,23.928316,23.109716,23.109716,16.024458,4446
2012-02-15,23.298626,24.558010,23.109716,24.243164,16.810402,18553
2012-02-16,23.928316,24.841372,23.298626,23.393080,16.220945,15123
2012-02-17,24.117226,24.369102,22.857840,23.361593,16.199110,11783
2012-02-20,23.613470,24.369102,23.487532,24.148710,16.744902,12077
2012-02-21,24.180195,24.369102,23.330109,23.330109,16.177280,13281
2012-02-22,23.424562,23.802380,23.298626,23.298626,16.155451,9642
2012-02-23,23.424562,23.550503,22.480024,22.668932,15.718815,11770
2012-02-24,22.920809,23.141203,22.385571,22.763386,15.784308,5601
2012-02-29,22.857840,24.085739,22.857840,23.928316,16.592081,15139
2012-03-01,24.180195,25.597004,23.865349,25.565517,17.727327,31105
2012-03-02,25.754425,26.919357,25.124733,26.856388,18.622429,27057
2012-03-05,26.635996,26.667480,26.006304,26.132240,18.120298,11888
2012-03-06,26.132240,26.510057,24.872856,26.384117,18.294952,14958
2012-03-07,25.691456,27.013811,25.502548,26.635996,18.469608,11708
2012-03-08,26.667480,26.761934,26.006304,26.447088,18.338619,6547
2012-03-09,26.573027,26.573027,25.628487,26.132240,18.120298,8377
2012-03-12,26.258181,26.384117,25.502548,25.534033,17.705500,3817
2012-03-13,25.691456,26.006304,24.998795,25.911848,17.967480,9164
2012-03-14,26.132240,27.706472,25.943333,27.517565,19.080893,17365
2012-03-15,27.517565,27.989834,27.076780,27.265688,18.906240,9418
2012-03-16,27.517565,27.517565,26.950842,27.391626,18.993570,8599
2012-03-19,27.391626,27.674988,27.013811,27.076780,18.775251,5802
2012-03-20,27.076780,27.423111,26.793419,26.887873,18.644260,6066
2012-03-21,26.761934,27.076780,25.880363,26.447088,18.338619,8243
2012-03-22,26.761934,27.517565,26.447088,27.391626,18.993570,13408
2012-03-23,27.265688,27.297173,27.076780,27.234203,18.884409,6870
2012-03-26,27.234203,27.391626,26.887873,26.919357,18.666092,4079
2012-03-27,27.171234,27.171234,26.258181,26.384117,18.294952,4292
2012-03-28,26.635996,27.045296,26.258181,26.698965,18.513273,3994
2012-03-29,26.887873,26.919357,25.534033,26.573027,18.425941,8875
2012-03-30,26.573027,26.635996,25.565517,26.635996,18.469608,7025
2012-04-02,26.447088,26.447088,25.534033,25.943333,17.989311,8008
2012-04-03,25.565517,25.880363,24.148710,24.432072,16.941389,22075
2012-04-05,23.046747,25.817394,23.046747,25.628487,17.770992,12680
2012-04-06,25.565517,25.880363,25.093248,25.691456,17.814657,6018
2012-04-09,25.187702,25.376610,24.904341,25.187702,17.465351,4308
2012-04-10,25.565517,25.943333,25.250671,25.659971,17.792824,4570
2012-04-11,25.219187,26.163727,25.219187,25.911848,17.967480,4082
2012-04-12,25.911848,27.391626,25.817394,26.950842,18.687925,9615
2012-04-13,27.265688,27.423111,26.919357,27.171234,18.840746,8521
2012-04-16,27.171234,27.202719,26.919357,26.919357,18.666092,2231
